Dělnická Ostrava - Poruba Moravskoslezský kraj,1+kk,27 ,5370,0
náměstí Vítězslava Nováka Ostrava - Poruba Moravskoslezský kraj,1+1,36 ,7800,0
Slaný Středočeský kraj,2+1,51 ,13000,6000
Křižíkova Moravská Ostrava Moravskoslezský kraj,2+kk,39 ,9000,1500
E. Beneše Česká Skalice Královéhradecký kraj,3+1,106 ,8900,3750
Československé armády Hostivice Středočeský kraj,1+kk,36 ,10500,2225
Bělohorská Praha - Břevnov,Garsoniéra,14 ,8000,1500
Praha - Břevnov,Garsoniéra,14 ,8000,1500
Na Zbořenci Praha - Nové Město,2+kk,75 ,33750,11250
Okrouhlá Brno - Bohunice Jihomoravský kraj,3+1,70 ,17000,3500
Opletalova Praha - Nové Město,2+kk,45 ,42120,14040
Ostrovní Praha - Nové Město,4+kk,112 ,41625,13875
Dlážděná Praha - Nové Město,3+kk,67 ,56475,18825
Praha - Karlín,1+1,43 ,14800,2300
Praha - Vinohrady,2+1,93 ,27000,5000
Praha - Vinohrady,2+1,86 ,28000,700
Olomouc-město Olomoucký kraj,3+1,88 ,16990,4430
Střížovice u Kunžaku Jihočeský kraj,2+1,68 ,11000,4500
Olštýnská Praha - Troja,2+kk,36 ,12868,2132
Bešůvka Brno - Žebětín Jihomoravský kraj,3+kk,74 ,19900,1000
Ústí nad Labem - Klíše Ústecký kraj,2+kk,52 ,6000,5000
Praha - Holešovice,2+kk,53 ,16700,7300
Moravany u Brna Jihomoravský kraj,2+kk,57 ,16500,3000
Praha - Letňany,3+kk,86 ,32000,6000
Ústí nad Labem Ústecký kraj,Garsoniéra,22 ,7000,0
Praha - Břevnov,1+kk,40 ,14900,2100
Hradec Králové Královéhradecký kraj,3+1,72 ,15000,5000
Příbram - Březové Hory Středočeský kraj,1+1,38 ,9000,3000
Na Petřinách Praha - Břevnov,2+1,54 ,15000,2700
Uzbecká Brno - Bohunice Jihomoravský kraj,1+kk,27 ,11000,0
Olomouc - Nová Ulice Olomoucký kraj,1+kk,36 ,9990,2790
Nymburk Středočeský kraj,3+kk,64 ,15000,2500
sídliště U Cukrovaru Kralupy nad Vltavou - Lobeč Středočeský kraj,2+kk,42 ,12000,0
Praha - Záběhlice,2+kk,46 ,13000,4500
Mlynářská Praha - Nové Město,2+kk,55 ,21000,6500
Balbínova Praha - Vinohrady,2+kk,68 ,37350,12450
Saratovská Praha - Strašnice,3+kk,56 ,18000,4500
Kladno - Kročehlavy Středočeský kraj,2+1,52 ,13500,3500
Praha - Strašnice,Garsoniéra,21 ,10000,2000
Beroun Středočeský kraj,1+kk,40 ,10500,3500
Brno - Veveří Jihomoravský kraj,2+1,38 ,13900,2100
Mladá Boleslav Středočeský kraj,2+1,70 ,15000,3000
Brno - Bystrc Jihomoravský kraj,2+1,54 ,14000,4000
Zalužanská Mladá Boleslav Středočeský kraj,1+1,45 ,12400,2500
Brno - Žabovřesky Jihomoravský kraj,2+1,56 ,15900,1000
Za Hládkovem Praha - Střešovice,2+kk,53 ,21200,4500
Praha - Řeporyje,4+kk,75 ,30000,4000
Hrušovská Moravská Ostrava Moravskoslezský kraj,1+1,46 ,11000,2500
Praha - Vinohrady,1+1,45 ,12000,750
Příbram Středočeský kraj,3+1,78 ,14000,4000
Oblouková Praha - Vršovice,3+kk,94 ,25900,2700
Kobrova Praha - Smíchov,2+kk,96 ,39900,7900
Černá Praha - Nové Město,2+1,50 ,16990,1
Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem Středočeský kraj,2+kk,64 ,13000,3000
Ke Hřbitovu Kolín Středočeský kraj,2+kk,50 ,13000,3000
Strašice Plzeňský kraj,1+kk,27 ,4500,2500
Velkoosecká Praha - Vinoř,3+kk,68 ,25000,8000
Šrobárova Praha - Vinohrady,2+kk,52 ,22000,3900
Národní třída Havířov-město Moravskoslezský kraj,2+1,50 ,6800,0
Koperníkova Havířov-město Moravskoslezský kraj,1+kk,34 ,6020,0
Haškova Praha - Holešovice,2+kk,44 ,19000,3000
Františka Kadlece Praha - Libeň,1+1,44 ,11200,5767
Rašínovo nábřeží Praha - Nové Město,Garsoniéra,19 ,8000,3500
Praha - Bubeneč,3+kk,91 ,32000,4604
Italská Praha - Vinohrady,3+kk,85 ,24000,2000
Praha - Petrovice,2+1,54 ,13500,4000
Svitákova Praha - Stodůlky,Ost,atní9 ,2000,0
Dukelská Havířov - Šumbark Moravskoslezský kraj,2+1,45 ,7000,0
Praha - Bubeneč,1+kk,33 ,11000,3000
Havlíčkovo náměstí Ostrava - Poruba Moravskoslezský kraj,2+kk,54 ,12100,0
Strakonická Praha - Smíchov,1+kk,30 ,28425,9475
Petržílova Praha - Modřany,1+kk,30 ,12000,2500
Nad Kolčavkou A Praha - Libeň,1+kk,32 ,21019,7006
Praha - Vinohrady,2+kk,51 ,26000,4581
Litoměřická Praha - Prosek,2+kk,41 ,14500,4500
Smilova Pardubice Pardubický kraj,2+1,86 ,14000,1800
Brno - Líšeň Jihomoravský kraj,2+kk,89 ,18000,4000
Washingtonova Praha - Nové Město,1+kk,32 ,23836,4100
Stanislava Kostky Neumanna Praha - Libeň,2+1,50 ,12500,4000
Rosice u Brna Jihomoravský kraj,2+1,53 ,14000,4000
Kladno - Kročehlavy Středočeský kraj,1+kk,32 ,11500,3000
Barbořina Ostrava - Vítkovice Moravskoslezský kraj,2+1,53 ,6500,0
Blanická Praha - Vinohrady,3+1,90 ,18750,6250
Francouzská Praha - Vinohrady,2+1,70 ,19575,6525
Strakonická Praha - Smíchov,2+1,50 ,33000,11000
Markůvky Brno - Bystrc Jihomoravský kraj,1+kk,25 ,11300,1500
Praha - Letňany,2+kk,65 ,17000,4000
Praha - Chodov,3+kk,68 ,22500,4280
Baranova Praha - Žižkov,2+1,61 ,25000,4900
Michalská Praha - Staré Město,3+1,130 ,57000,19000
Bulharská Praha - Vršovice,2+1,54 ,25808,8602
Ve Smečkách Praha - Nové Město,2+kk,70 ,45000,15000
Budilova Plzeň Plzeňský kraj,2+kk,55 ,22500,7500
České Budějovice 2 Jihočeský kraj,3+1,71 ,15300,4700
Praha - Nusle,2+kk,50 ,12000,4500
Višňová Most II Ústecký kraj,2+kk,42 ,11000,500
Trenčín Trenčiansky kraj,Dvo,upokojový29 ,199€,220€
Rožnov pod Radhoštěm - Tylovice Zlínský kraj,2+kk,47 ,11000,4500
Kladno - Kročehlavy Středočeský kraj,2+kk,40 ,10000,3500
Důl Libušín Libušín Středočeský kraj,2+kk,59 ,13000,6799
Praha - Letňany,1+kk,35 ,15500,2800
Praha - Vinohrady,1+kk,30 ,13000,3000
Šiškova Praha - Kobylisy,2+kk,48 ,15000,4500
Praha - Břevnov,2+1,58 ,16000,4500
Praha - Stodůlky,2+kk,46 ,12000,3500
Praha - Nusle,2+kk,40 ,12000,1500
Praha - Nové Město,3+1,120 ,39000,7500
Brno - Slatina Jihomoravský kraj,2+kk,69 ,17500,3300
U Křižovatky Kolín Středočeský kraj,2+1,69 ,13600,8000
Betlémské náměstí Praha - Staré Město,4+kk,130 ,44000,6000
Betlémské náměstí Praha - Staré Město,4+kk,130 ,44000,6000
Plzeň Plzeňský kraj,1+1,38 ,9500,1100
Praha - Jinonice,2+kk,64 ,19000,4000
Plzeň Plzeňský kraj,1+kk,29 ,9000,3000
Francouzská Praha - Vinohrady,2+1,90 ,37125,12375
Blanická Praha - Vinohrady,3+1,90 ,47025,15675
Ostrava - Hrabůvka Moravskoslezský kraj,2+1,52 ,12500,2991
Opavská Ostrava - Poruba Moravskoslezský kraj,2+1,56 ,8500,3400
Pod Oborou Slavkov u Brna Jihomoravský kraj,3+kk,79 ,18000,4000
Hugo Haase Praha - Hlubočepy,2+kk,55 ,16000,4000
Bulharská Praha - Vršovice,2+1,35 ,25380,8460
Blanická Praha - Vinohrady,2+1,90 ,34898,11632
Koněvova Praha - Žižkov,1+1,35 ,25500,8500
Praha - Košíře,2+kk,34 ,12000,5000
Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem Středočeský kraj,3+kk,72 ,27000,4500
U podjezdu Olomouc - Pavlovičky Olomoucký kraj,1+kk,31 ,8000,2500
Ostrava - Poruba-sever Moravskoslezský kraj,3+1,84 ,15000,3000
Lipenská Olomouc - Hodolany Olomoucký kraj,Garsoniéra,15 ,5500,2000
Lublaňská Praha - Vinohrady,2+1,60 ,23760,7920
Slezská Praha - Vinohrady,2+1,76 ,34500,11500
Sokolovská Plzeň - Bolevec Plzeňský kraj,2+1,62 ,14000,3000
U Společenského domu Vratimov Moravskoslezský kraj,3+1,69 ,9970,0
Slavíčkova Moravská Ostrava Moravskoslezský kraj,1+1,37 ,8400,0
Americká Praha - Vinohrady,1+1,43 ,33750,11250
Zlatnická Praha - Nové Město,2+kk,67 ,60000,20000
Křenová Brno - Trnitá Jihomoravský kraj,1+kk,25 ,16500,5500
Michalská Praha - Staré Město,2+1,54 ,37620,12540
Lípová Praha - Nové Město,2+kk,45 ,29925,9975
Arabská Praha - Vokovice,2+1,53 ,21000,7000
Mečislavova Praha - Nusle,2+kk,60 ,37500,12500
Pekařská Staré Brno Jihomoravský kraj,1+kk,20 ,13800,4600
U školičky Praha - Libeň,3+kk,63 ,23624,7875
Francouzská Praha - Vinohrady,2+1,72 ,39000,13000
Dlážděná Praha - Nové Město,2+1,60 ,51656,17219
Na Zbořenci Praha - Nové Město,2+1,65 ,29250,9750
V Zahradách Praha - Libeň,2+kk,67 ,24608,8202
Ostrava - Přívoz Moravskoslezský kraj,1+1,42 ,5900,400
Americká Praha - Vinohrady,3+1,72 ,48000,16000
Moravská Ostrava Moravskoslezský kraj,2+kk,45 ,7100,400
Zátopkova Milovice nad Labem Středočeský kraj,1+kk,39 ,9700,1700
Ibišková Praha - Křeslice,5+kk,180 ,36338,12112
Praha - Strašnice,2+1,53 ,17500,6388
Sokolská Liberec Liberecký kraj,1+kk,45 ,14813,4937
Einsteinova Karviná-město Moravskoslezský kraj,1+1,33 ,5810,0
Slovenská Karviná-město Moravskoslezský kraj,3+1,73 ,8400,0
Opavská Ostrava - Poruba Moravskoslezský kraj,2+kk,58 ,12700,0
Kapitána Jasioka Havířov - Prostřední Suchá Moravskoslezský kraj,3+1,69 ,6880,0
Bajkalská Ostrava - Poruba-sever Moravskoslezský kraj,4+1,72 ,13130,0
Zborovská Moravská Ostrava Moravskoslezský kraj,3+1,69 ,12050,0
Nedbalova Havířov-město Moravskoslezský kraj,2+1,55 ,7400,0
Klidná Havířov-město Moravskoslezský kraj,3+1,60 ,7590,0
Okružní Orlová - Horní Lutyně Moravskoslezský kraj,3+1,68 ,7560,0
Osvobození Orlová - Horní Lutyně Moravskoslezský kraj,2+1,57 ,7520,0
Zelená Horní Suchá Moravskoslezský kraj,3+1,55 ,5600,0
Školská Karviná - Ráj Moravskoslezský kraj,2+1,53 ,6950,0
Dukelská Havířov - Šumbark Moravskoslezský kraj,2+kk,38 ,6180,0
V Parku Havířov-město Moravskoslezský kraj,2+1,55 ,7290,0
U Stromovky Havířov-město Moravskoslezský kraj,2+1,54 ,7580,0
Karla Čapka Havířov-město Moravskoslezský kraj,4+1,73 ,8920,0
Horní Ostrava - Hrabůvka Moravskoslezský kraj,1+1,39 ,7550,0
Boleslavova Ostrava - Mariánské Hory Moravskoslezský kraj,1+kk,19 ,5540,0
Žofinská Orlová - Poruba u Orlové Moravskoslezský kraj,2+1,51 ,5500,0
Opletalova Havířov - Šumbark Moravskoslezský kraj,1+1,28 ,4280,0
Asejevova Ostrava - Zábřeh nad Odrou Moravskoslezský kraj,2+1,48 ,7070,0
Pod Jarovem Praha - Žižkov,3+kk,72 ,20000,3500
Kobližná Město Brno Jihomoravský kraj,1+kk,55 ,36000,12000
U Pernikářky Praha - Smíchov,1+1,46 ,26363,8787
Olomouc - Nová Ulice Olomoucký kraj,2+1,55 ,15000,3000
K Zámku Praha - Dolní Počernice,3+1,111 ,31050,10350
Praha - Smíchov,2+1,50 ,18000,2000
Podsednická Brno - Židenice Jihomoravský kraj,3+1,100 ,19000,5000
Praha - Smíchov,2+kk,31 ,15200,2000
Praha - Vokovice,2+kk,42 ,15200,4000
Nové Sady u Olomouce Olomoucký kraj,1+kk,33 ,11500,2000
Zborovská Rychnov nad Kněžnou Královéhradecký kraj,3+1,95 ,14900,3900
Praha - Smíchov,1+kk,23 ,12500,2000
Rybalkova Praha - Vinohrady,1+1,52 ,31590,10530
Blanická Praha - Vinohrady,3+1,90 ,19800,6600
Ostrava - Poruba-sever Moravskoslezský kraj,2+1,54 ,7230,4270
Buková Jihlava - Horní Kosov Kraj Vysočina,1+kk,40 ,10000,2800
Karlovy Vary - Drahovice Karlovarský kraj,3+1,83 ,14000,5000
Černá u Bohdanče Pardubický kraj,2+1,63 ,8500,2500
Telč Kraj Vysočina,3+kk,60 ,10000,6000
Jemnice Kraj Vysočina,2+1,55 ,4529,2971
Učňovská Praha - Hrdlořezy,3+kk,91 ,33000,5500
Olbramovická Praha - Kamýk,3+1,67 ,17990,5013
Ruská Teplice Ústecký kraj,2+kk,65 ,22500,7500
Čápkova Brno - Veveří Jihomoravský kraj,1+1,50 ,13500,3650
Blansko Jihomoravský kraj,1+1,30 ,9500,4500
Kubelíkova Praha - Žižkov,2+kk,50 ,29850,9950
Ruská Teplice Ústecký kraj,2+kk,0 ,21375,7125
Žižkova Brno - Žabovřesky Jihomoravský kraj,1+kk,34 ,13900,4000
Praha - Kamýk,2+kk,43 ,14000,3920
Zborovská Brno - Žabovřesky Jihomoravský kraj,3+kk,75 ,16000,4000
Česká Třebová Pardubický kraj,3+1,86 ,12000,1234
Eliášova Praha - Bubeneč,1+kk,39 ,16800,3000
Blanická Praha - Vinohrady,3+1,90 ,19800,6600
Výškovická Ostrava - Výškovice u Ostravy Moravskoslezský kraj,3+1,67 ,10310,0
Bidlova Hradec Králové Královéhradecký kraj,2+kk,52 ,14500,3500
Polní Brno - Štýřice Jihomoravský kraj,2+1,55 ,13700,3800
Horní Ostrava - Hrabůvka Moravskoslezský kraj,2+1,57 ,10050,0
Praha - Kyje,2+kk,50 ,20000,0
Podskalská Praha - Nové Město,1+kk,33 ,13000,1800
Beroun Středočeský kraj,2+kk,60 ,16000,4000
Praha - Žižkov,3+1,83 ,24500,4000
Švejcarovo náměstí Praha - Stodůlky,2+kk,66 ,19000,4000
Mečislavova Praha - Nusle,1+kk,45 ,30000,10000
Ruská Teplice Ústecký kraj,2+kk,0 ,22500,7500
Ke Strašnické Praha - Strašnice,1+1,39 ,12500,4200
Melodická Praha - Stodůlky,4+kk,111 ,30000,5000
Rača - Krasňany Bratislavský kraj,Jed,nopokojový37 ,430€,90€
Ružinov - Ostredky Bratislavský kraj,Dvo,upokojový52 ,550€,150€
Dvůr Králové nad Labem Královéhradecký kraj,1+kk,31 ,7000,1700
Laudova Praha - Řepy,1+kk,35 ,13000,2000
Novodvorská Praha - Braník,3+1,74 ,23000,2000
Praha - Dejvice,Garsoniéra,20 ,10000,490
Trojská Praha - Kobylisy,Garsoniéra,22 ,10500,2000
Brno - Komín Jihomoravský kraj,2+kk,48 ,14500,4000
Brno - Štýřice Jihomoravský kraj,1+kk,39 ,11000,2500
Francouzská Praha - Vinohrady,2+kk,45 ,34500,11500
Purkyňova Liberec - Ruprechtice Liberecký kraj,1+kk,45 ,24000,8000
Plzeň Plzeňský kraj,3+kk,55 ,13000,3500
Malenovice u Zlína Zlínský kraj,3+1,58 ,11000,4500
Lázně Bohdaneč Pardubický kraj,4+1,86 ,4300,0
Strašice Plzeňský kraj,2+kk,36 ,9400,2500
Praha - Michle,1+1,46 ,16500,0
Stochovská Praha - Ruzyně,3+kk,77 ,25500,5000
Praha - Hloubětín,2+1,55 ,18000,6000
Praha - Radotín,2+kk,49 ,16500,5500
Pískařská Praha - Modřany,2+kk,50 ,15500,3500
Francouzská Kladno - Kročehlavy Středočeský kraj,2+kk,40 ,7500,5500
Jindřicha Plachty Ostrava - Poruba Moravskoslezský kraj,2+kk,40 ,7970,0
Bachmačská Moravská Ostrava Moravskoslezský kraj,2+1,52 ,8600,0
Křemže Jihočeský kraj,3+1,134 ,5000,3000
Karla Čapka Krupka - Maršov u Krupky Ústecký kraj,3+1,79 ,10000,1500
Klidná Havířov-město Moravskoslezský kraj,1+1,25 ,4870,0
Majakovského Havířov-město Moravskoslezský kraj,2+kk,74 ,9290,0
U Stromovky Havířov-město Moravskoslezský kraj,1+1,45 ,6470,0
Brno - Husovice Jihomoravský kraj,2+kk,30 ,11000,4000
Nedvědovo náměstí Praha - Podolí,3+kk,80 ,11999,1
Pavlouskova Ostrava - Poruba-sever Moravskoslezský kraj,3+1,67 ,12250,0
Dělnická Ostrava - Poruba Moravskoslezský kraj,2+1,48 ,8470,0
Hlavní třída Havířov-město Moravskoslezský kraj,2+1,68 ,8020,0
Telč Kraj Vysočina,3+1,83 ,14800,4500
Janáčkova Frýdek-Místek - Místek Moravskoslezský kraj,2+1,50 ,10800,3800
Plzeň Plzeňský kraj,1+1,38 ,10000,2500
Praha - Chodov,3+kk,66 ,21000,5500
Podnásepní Brno - Trnitá Jihomoravský kraj,2+1,67 ,16500,3000
Český Krumlov Jihočeský kraj,2+1,49 ,11500,3900
Praha - Střešovice,2+1,61 ,19900,5000
Praha - Smíchov,2+1,45 ,15500,2000
Brno- venkov Pozořice Jihomoravský kraj,2+kk,80 ,14500,1
Brno - Židenice Jihomoravský kraj,3+kk,75 ,20000,6303
Praha - Nusle,2+kk,45 ,14500,3000
Rákosová Vestec u Prahy Středočeský kraj,5+kk,120 ,30000,6000
Frýdek-Místek - Frýdek Moravskoslezský kraj,3+1,78 ,11300,0
Praha - Břevnov,3+1,85 ,20000,5000
Československé armády Frýdek-Místek - Místek Moravskoslezský kraj,1+kk,22 ,5660,0
Březí u Říčan Středočeský kraj,1+kk,25 ,10500,2000
Smetanova Mělník Středočeský kraj,3+1,80 ,16300,2700
Obchodní Rudná - Hořelice Středočeský kraj,2+kk,47 ,14500,4000
Praha - Střešovice,2+1,67 ,22500,5500
Hlavní třída Havířov-město Moravskoslezský kraj,2+1,53 ,7050,0
1. máje Hlučín Moravskoslezský kraj,3+1,67 ,9570,0
Skautská Ostrava - Poruba Moravskoslezský kraj,2+1,48 ,8640,0
Resslova Havířov-město Moravskoslezský kraj,3+1,67 ,8050,0
nám. Republiky Havířov-město Moravskoslezský kraj,3+1,67 ,8300,0
Karla Čapka Havířov-město Moravskoslezský kraj,4+1,71 ,8850,0
Radniční Havířov-město Moravskoslezský kraj,2+1,53 ,6550,0
Dukelská Havířov - Šumbark Moravskoslezský kraj,3+1,67 ,6350,0
Fibichova Havířov-město Moravskoslezský kraj,2+1,55 ,6970,0
17. listopadu Ostrava - Poruba Moravskoslezský kraj,3+1,74 ,11770,0
Jilemnického Havířov-město Moravskoslezský kraj,2+1,54 ,6600,0
Okružní Český Těšín Moravskoslezský kraj,3+1,67 ,8370,0
Brno - Husovice Jihomoravský kraj,1+kk,30 ,10000,3350
Pardubice Pardubický kraj,2+1,70 ,12500,3000
Liberec - Starý Harcov Liberecký kraj,3+kk,78 ,15000,4000
Praha - Vinohrady,3+1,135 ,38000,4000
Benátky nad Jizerou - Nové Benátky Středočeský kraj,2+kk,51 ,10000,4500
Praha - Strašnice,1+kk,38 ,17000,5000
Neratovice Středočeský kraj,Nev,yplněno29 ,6000,3200
U stadionu Mladá Boleslav Středočeský kraj,2+1,64 ,11000,4000
Brno - Královo Pole Jihomoravský kraj,3+kk,135 ,25000,5000
Zlín Zlínský kraj,2+kk,54 ,12000,3500
Generála Sochora Ostrava - Poruba-sever Moravskoslezský kraj,2+kk,54 ,12500,1500
Jagellonská Praha - Vinohrady,3+kk,92 ,27000,7000
Plzeň Plzeňský kraj,2+kk,58 ,12000,4500
Praha - Malá Strana,2+kk,70 ,18000,5000
Praha - Vinohrady,2+kk,52 ,23000,3869
Písek Jihočeský kraj,2+1,46 ,9544,3500
Valašské Meziříčí - Křivé Zlínský kraj,3+1,80 ,11000,4000
Roztoky - Žalov Středočeský kraj,2+1,60 ,14000,3900
Trmická Praha - Prosek,2+kk,57 ,22000,5500
Pod Harfou Praha - Vysočany,2+kk,54 ,16500,4500
Praha - Košíře,1+1,43 ,16700,3000
Přípotoční Praha - Vršovice,2+kk,52 ,16000,0
Velvarská Praha - Dejvice,2+kk,42 ,18500,4500
Jelínkova Praha - Kobylisy,2+kk,55 ,18000,3500
Praha - Holešovice,1+kk,38 ,16400,2500
Semanského Praha - Uhříněves,2+kk,72 ,20000,3900
Praha - Karlín,2+1,52 ,45000,5000
Hradec Králové - Slezské Předměstí Královéhradecký kraj,1+1,30 ,8500,2500
Praha - Dejvice,2+1,51 ,17000,7500
Kovářská Praha - Libeň,1+kk,32 ,14990,2245
Jeseniova Praha - Žižkov,1+kk,36 ,13000,2700
Blansko Jihomoravský kraj,1+kk,28 ,8000,4500
Brno - Žabovřesky Jihomoravský kraj,3+kk,75 ,15500,0
Antonína Petrofa Nový Hradec Králové Královéhradecký kraj,1+kk,32 ,11000,2500
Praha - Modřany,4+kk,75 ,7880,0
Rapotín Olomoucký kraj,2+kk,68 ,11000,4000
Lucemburská Praha - Žižkov,2+kk,60 ,19000,4500
Mudrochova Centrálna Rača Bratislavský kraj,3+1,100 ,750€,0
Míšovická Praha - Zličín,1+kk,34 ,13800,4800
Praha - Modřany,2+kk,55 ,18500,7500
Nitra Nitriansky kraj,4+kk,86 ,400€,290€
Praha - Čakovice,3+kk,70 ,20000,7000
Ústí nad Orlicí Pardubický kraj,2+1,50 ,12000,3000
Praha - Braník,1+kk,32 ,16000,2500
Jindřichův Hradec Jihočeský kraj,1+1,40 ,10000,4000
Plzeň Plzeňský kraj,1+kk,35 ,7500,4000
Heranova Praha - Stodůlky,2+kk,45 ,17000,0
Praha - Zbraslav,2+kk,43 ,10500,4590
Sudoměřská Praha - Žižkov,2+kk,50 ,18000,3805
Letovice Jihomoravský kraj,1+1,46 ,8000,5000
Praha - Střešovice,2+1,36 ,20000,4000
Michálkovická Slezská Ostrava Moravskoslezský kraj,2+kk,43 ,8900,0
Jaselská Praha - Bubeneč,2+kk,44 ,16490,1171
Brno - Královo Pole Jihomoravský kraj,1+1,40 ,12000,300
Praha - Holešovice,2+kk,56 ,19000,1500
Malešická Praha - Žižkov,5+kk,162 ,50000,10610
Hornoměcholupská Praha - Horní Měcholupy,1+kk,33 ,13000,3000
Praha - Bohnice,1+kk,33 ,11000,3677
Praha - Vinohrady,2+kk,50 ,20000,3750
Mikuláškovo náměstí Brno - Starý Lískovec Jihomoravský kraj,2+kk,42 ,16000,3500
Praha - Bubeneč,Garsoniéra,30 ,12000,4000
Kurta Konráda Praha - Libeň,1+kk,39 ,14900,3000
Praha - Vysočany,2+kk,73 ,16500,5200
Vladycká Praha - Hostivař,3+kk,55 ,16990,4517
Jaromírova Praha - Nusle,2+kk,46 ,14000,3500
Na hroudě Praha - Strašnice,1+kk,40 ,12990,2312
Na hroudě Praha - Strašnice,1+kk,40 ,12990,2312
Praha - Vinohrady,1+kk,40 ,11000,3000
Praha - Košíře,2+kk,43 ,11200,3800
Počernická Praha - Malešice,Garsoniéra,27 ,12000,2000
Praha - Stodůlky,1+kk,25 ,16500,133
Sadová Kolín Středočeský kraj,1+1,44 ,8500,3500
Borohrádek Královéhradecký kraj,2+1,69 ,6000,4500
Palackého Prostějov Olomoucký kraj,2+1,42 ,8700,4500
Praha - Stodůlky,1+kk,30 ,16500,133
Dvouletky Praha - Strašnice,3+1,80 ,20000,5000
Brno - Nový Lískovec Jihomoravský kraj,4+1,84 ,21000,7000
Praha - Libuš,3+1,108 ,17000,6500
Přerov Olomoucký kraj,1+1,52 ,8000,2000
Teplice Ústecký kraj,4+kk,93 ,25000,3000
Brno - Kohoutovice Jihomoravský kraj,3+1,68 ,16000,5000
Praha - Žižkov,1+kk,27 ,12000,2000
Milovice - Benátecká Vrutice Středočeský kraj,1+1,30 ,8000,4522
Praha - Žižkov,2+kk,46 ,16900,3000
Slaný Středočeský kraj,2+kk,40 ,14000,3792
Balcarova Moravská Ostrava Moravskoslezský kraj,1+kk,35 ,7300,1800
Praha - Kbely,Garsoniéra,26 ,10000,0
Plzeň Plzeňský kraj,Garsoniéra,29 ,7200,1200
Karlovy Vary Karlovarský kraj,2+1,54 ,8000,4200
Praha - Dolní Chabry,3+kk,88 ,30000,5000
Praha - Karlín,2+kk,43 ,18000,3000
Praha - Hlubočepy,3+1,76 ,24000,3000
Karlovy Vary Karlovarský kraj,1+1,38 ,9800,0
Jizerská Praha - Čakovice,1+1,40 ,12000,3000
Univerzitní Praha - Malešice,2+kk,56 ,19500,4000
Průběžná Velký Borek Středočeský kraj,1+1,40 ,9000,2000
Absolonova Brno - Komín Jihomoravský kraj,3+1,75 ,19200,4800
Praha - Motol,2+kk,43 ,24500,4000
Praha - Braník,3+1,65 ,18000,5500
Frýdek-Místek - Frýdek Moravskoslezský kraj,4+1,78 ,13000,0
Mnichovo Hradiště Středočeský kraj,1+1,37 ,6500,0
Brno - Žabovřesky Jihomoravský kraj,2+1,55 ,14500,4500
Litoměřice Ústecký kraj,2+kk,64 ,15000,2000
Zdařilá Praha - Nusle,2+1,75 ,18500,0
Staniční Plzeň - Doubravka Plzeňský kraj,1+kk,30 ,7000,1500
Karáskovo náměstí Brno - Židenice Jihomoravský kraj,2+1,65 ,14000,6000
České Budějovice 2 Jihočeský kraj,3+1,79 ,12000,2000
Liberec - Starý Harcov Liberecký kraj,2+1,57 ,11000,5000
Mikulov na Moravě Jihomoravský kraj,2+kk,51 ,15000,3000
Jarní Hlučín Moravskoslezský kraj,2+1,47 ,7330,0
17. listopadu Ostrava - Poruba Moravskoslezský kraj,3+1,76 ,11580,0
Hlavní třída Havířov-město Moravskoslezský kraj,4+1,103 ,9790,0
Josefa Brabce Moravská Ostrava Moravskoslezský kraj,2+1,58 ,9040,0
Dělnická Ostrava - Poruba Moravskoslezský kraj,1+1,28 ,5160,0
Sokolská třída Moravská Ostrava Moravskoslezský kraj,3+1,90 ,10470,0
Šenovská Havířov - Šumbark Moravskoslezský kraj,2+1,55 ,5540,0
Fibichova Havířov-město Moravskoslezský kraj,3+1,73 ,8500,0
Marxova Havířov-město Moravskoslezský kraj,2+1,67 ,7350,0
Gorkého Havířov-město Moravskoslezský kraj,2+1,59 ,7070,0
Tylova Ostrava - Zábřeh nad Odrou Moravskoslezský kraj,3+1,69 ,10450,0
Matěje Kopeckého Ostrava - Poruba Moravskoslezský kraj,1+1,36 ,7950,0
Dělnická Ostrava - Poruba Moravskoslezský kraj,1+1,27 ,5500,0
Gustawa Morcinka Karviná-město Moravskoslezský kraj,1+1,27 ,3350,0
Pod Kavalírkou Praha - Košíře,2+kk,60 ,22000,4000
Město Brno Jihomoravský kraj,2+1,75 ,4700,3200
Plzeň - Skvrňany Plzeňský kraj,1+kk,41 ,9000,3000
Tusarova Praha - Holešovice,3+kk,70 ,32000,4500
Bezručova Český Těšín Moravskoslezský kraj,3+1,81 ,9120,0
Hrdličkova Praha - Chodov,4+1,10 ,4500,2500
Körnerova Brno - Zábrdovice Jihomoravský kraj,1+1,35 ,11000,3500
Karolinská Moravská Ostrava Moravskoslezský kraj,1+kk,44 ,13000,3000
Vrchlického Třeboň Jihočeský kraj,2+1,60 ,12000,4200
Studnická Praha - Horní Počernice,6+kk,150 ,8000,1000
Solnická Dobruška Královéhradecký kraj,2+1,56 ,10100,3900
Praha - Vinohrady,2+kk,45 ,21000,3000
Žatec Ústecký kraj,2+kk,49 ,10000,5000
Vrchlického Kroměříž Zlínský kraj,3+kk,66 ,12500,2500
Karviná-město Moravskoslezský kraj,1+kk,30 ,5000,0
Praha - Břevnov,3+kk,60 ,20000,8000
Boskovice Jihomoravský kraj,4+kk,89 ,21000,4000
